Concept,Country,Data Source,Frequency,Status,Time,Unit,Value
"Social Benefits, Cash (Gen. Govt.)",Croatia,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,53282000000.00
"Other Expense, Cash (Gen. Govt.)",Croatia,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,11338000000.00
"Use of Goods and Services, Cash (Gen. Govt.)",Croatia,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,16548000000.00
"To Non-residents, Foreign Interest, Cash (Gen. Govt.)",Croatia,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,1583000000.00
"Social Security Benefits, Cash (Gen. Govt.)",Croatia,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,37601000000.00
"Social Assistance Benefits, Cash (Gen. Govt.)",Croatia,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,15410000000.00
"Employer Social Benefits, Cash (Gen. Govt.)",Croatia,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,271000000.00
"Property Expense Other than Interest, Cash (Gen. Govt.)",Croatia,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,16000000.00
"Miscellaneous Other Expense, Cash (Gen. Govt.)",Croatia,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,11322000000.00
"Total Expenditure, Cash (Gen. Govt.)",Croatia,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,137603000000.00
"Interest, Cash (Gen. Govt.)",Croatia,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,1.46
"Compensation of Employees, Cash (Gen. Govt.)",Croatia,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,9.74
"Subsidies and Transfers, Cash (Gen. Govt.)",Croatia,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,2.36
"Grants, Cash (Gen. Govt.)",Croatia,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,0.67
"Social Benefits, Cash (Gen. Govt.)",Croatia,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,15.44
"Other Expense, Cash (Gen. Govt.)",Croatia,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,3.29
"Use of Goods and Services, Cash (Gen. Govt.)",Croatia,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,4.80
"To Non-residents, Foreign Interest, Cash (Gen. Govt.)",Croatia,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,0.46
"Social Security Benefits, Cash (Gen. Govt.)",Croatia,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,10.90
"Social Assistance Benefits, Cash (Gen. Govt.)",Croatia,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,4.47
"Employer Social Benefits, Cash (Gen. Govt.)",Croatia,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,0.08
"Property Expense Other than Interest, Cash (Gen. Govt.)",Croatia,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,0.00
"Miscellaneous Other Expense, Cash (Gen. Govt.)",Croatia,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,3.28
"Total Expenditure, Cash (Gen. Govt.)",Croatia,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,39.88
"Interest, Cash (Gen. Govt.)",Czech Republic,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,44747000000.00
"Compensation of Employees, Cash (Gen. Govt.)",Czech Republic,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,141426000000.00
"Subsidies and Transfers, Cash (Gen. Govt.)",Czech Republic,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,272634000000.00
"Grants, Cash (Gen. Govt.)",Czech Republic,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,29048000000.00
"Social Benefits, Cash (Gen. Govt.)",Czech Republic,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,617982000000.00
"Other Expense, Cash (Gen. Govt.)",Czech Republic,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,181858000000.00
"Use of Goods and Services, Cash (Gen. Govt.)",Czech Republic,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,133446000000.00
"Property Expense Other than Interest, Cash (Gen. Govt.)",Czech Republic,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,26000000.00
"Miscellaneous Other Expense, Cash (Gen. Govt.)",Czech Republic,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,181832000000.00
"Total Expenditure, Cash (Gen. Govt.)",Czech Republic,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,1500080000000.00
"Interest, Cash (Gen. Govt.)",Czech Republic,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,1.16
"Compensation of Employees, Cash (Gen. Govt.)",Czech Republic,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,3.67
"Subsidies and Transfers, Cash (Gen. Govt.)",Czech Republic,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,7.08
"Grants, Cash (Gen. Govt.)",Czech Republic,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,0.75
"Social Benefits, Cash (Gen. Govt.)",Czech Republic,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,16.06
"Other Expense, Cash (Gen. Govt.)",Czech Republic,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,4.73
"Use of Goods and Services, Cash (Gen. Govt.)",Czech Republic,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,3.47
"Property Expense Other than Interest, Cash (Gen. Govt.)",Czech Republic,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,0.00
"Miscellaneous Other Expense, Cash (Gen. Govt.)",Czech Republic,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,4.72
"Total Expenditure, Cash (Gen. Govt.)",Czech Republic,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,38.98
"Interest, Cash (Gen. Govt.)",Egypt,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,40956600000.00
"Compensation of Employees, Cash (Gen. Govt.)",Egypt,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,63531020000.00
"Subsidies and Transfers, Cash (Gen. Govt.)",Egypt,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,84431000000.00
"Grants, Cash (Gen. Govt.)",Egypt,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,3890200000.00
"Social Benefits, Cash (Gen. Govt.)",Egypt,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,35928000000.00
"Other Expense, Cash (Gen. Govt.)",Egypt,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,23972700000.00
"Use of Goods and Services, Cash (Gen. Govt.)",Egypt,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,18790000000.00
"To Non-residents, Foreign Interest, Cash (Gen. Govt.)",Egypt,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,3736500000.00
"Social Security Benefits, Cash (Gen. Govt.)",Egypt,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,35928000000.00
"Social Assistance Benefits, Cash (Gen. Govt.)",Egypt,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,0.00
"Employer Social Benefits, Cash (Gen. Govt.)",Egypt,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,0.00
"Property Expense Other than Interest, Cash (Gen. Govt.)",Egypt,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,0.00
"Miscellaneous Other Expense, Cash (Gen. Govt.)",Egypt,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,23972700000.00
"Total Expenditure, Cash (Gen. Govt.)",Egypt,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,305797000000.00
"Interest, Cash (Gen. Govt.)",Egypt,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,5.01
"Compensation of Employees, Cash (Gen. Govt.)",Egypt,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,7.77
"Subsidies and Transfers, Cash (Gen. Govt.)",Egypt,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,10.33
"Grants, Cash (Gen. Govt.)",Egypt,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,0.48
"Social Benefits, Cash (Gen. Govt.)",Egypt,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,4.39
"Other Expense, Cash (Gen. Govt.)",Egypt,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,2.93
"Use of Goods and Services, Cash (Gen. Govt.)",Egypt,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,2.30
"To Non-residents, Foreign Interest, Cash (Gen. Govt.)",Egypt,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,0.46
"Social Security Benefits, Cash (Gen. Govt.)",Egypt,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,4.39
"Social Assistance Benefits, Cash (Gen. Govt.)",Egypt,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,0.00
"Employer Social Benefits, Cash (Gen. Govt.)",Egypt,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,0.00
"Property Expense Other than Interest, Cash (Gen. Govt.)",Egypt,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,0.00
"Miscellaneous Other Expense, Cash (Gen. Govt.)",Egypt,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,2.93
"Total Expenditure, Cash (Gen. Govt.)",Egypt,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,37.41
"Interest, Cash (Gen. Govt.)",El Salvador,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,436300000.00
"Compensation of Employees, Cash (Gen. Govt.)",El Salvador,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,1652600000.00
"Subsidies and Transfers, Cash (Gen. Govt.)",El Salvador,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,193000000.00
"Grants, Cash (Gen. Govt.)",El Salvador,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,351300000.00
"Social Benefits, Cash (Gen. Govt.)",El Salvador,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,424900000.00
"Other Expense, Cash (Gen. Govt.)",El Salvador,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,671100000.00
"Use of Goods and Services, Cash (Gen. Govt.)",El Salvador,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,755700000.00
"Interest, Cash (Gen. Govt.)",Georgia,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,120500000.00
"Compensation of Employees, Cash (Gen. Govt.)",Georgia,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,1008100000.00
"Subsidies and Transfers, Cash (Gen. Govt.)",Georgia,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,362500000.00
"Grants, Cash (Gen. Govt.)",Georgia,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,12200000.00
"Social Benefits, Cash (Gen. Govt.)",Georgia,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,1347400000.00
"Other Expense, Cash (Gen. Govt.)",Georgia,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,953800000.00
"Use of Goods and Services, Cash (Gen. Govt.)",Georgia,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,1606400000.00
"To Non-residents, Foreign Interest, Cash (Gen. Govt.)",Georgia,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,64300000.00
"Social Security Benefits, Cash (Gen. Govt.)",Georgia,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,1286100000.00
"Social Assistance Benefits, Cash (Gen. Govt.)",Georgia,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,61300000.00
"Employer Social Benefits, Cash (Gen. Govt.)",Georgia,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,0.00
"Property Expense Other than Interest, Cash (Gen. Govt.)",Georgia,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,0.00
"Miscellaneous Other Expense, Cash (Gen. Govt.)",Georgia,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,953800000.00
"Total Expenditure, Cash (Gen. Govt.)",Georgia,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,6237600000.00
"Interest, Cash (Gen. Govt.)",Georgia,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,0.63
"Compensation of Employees, Cash (Gen. Govt.)",Georgia,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,5.28
"Subsidies and Transfers, Cash (Gen. Govt.)",Georgia,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,1.90
"Grants, Cash (Gen. Govt.)",Georgia,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,0.06
"Social Benefits, Cash (Gen. Govt.)",Georgia,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,7.06
"Other Expense, Cash (Gen. Govt.)",Georgia,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,5.00
"Use of Goods and Services, Cash (Gen. Govt.)",Georgia,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,8.42
"To Non-residents, Foreign Interest, Cash (Gen. Govt.)",Georgia,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,0.34
"Social Security Benefits, Cash (Gen. Govt.)",Georgia,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,6.74
"Social Assistance Benefits, Cash (Gen. Govt.)",Georgia,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,0.32
"Employer Social Benefits, Cash (Gen. Govt.)",Georgia,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,0.00
"Property Expense Other than Interest, Cash (Gen. Govt.)",Georgia,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,0.00
"Miscellaneous Other Expense, Cash (Gen. Govt.)",Georgia,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,5.00
"Total Expenditure, Cash (Gen. Govt.)",Georgia,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,32.70
"Interest, Cash (Gen. Govt.)",India,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,2881400000000.00
"Compensation of Employees, Cash (Gen. Govt.)",India,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,2946000000000.00
"Subsidies and Transfers, Cash (Gen. Govt.)",India,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,5160600000000.00
"Grants, Cash (Gen. Govt.)",India,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,0.00
"Social Benefits, Cash (Gen. Govt.)",India,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,0.00
"Other Expense, Cash (Gen. Govt.)",India,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,486100000000.00
"Use of Goods and Services, Cash (Gen. Govt.)",India,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,1576900000000.00
"To Non-residents, Foreign Interest, Cash (Gen. Govt.)",India,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,0.00
"Social Security Benefits, Cash (Gen. Govt.)",India,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,0.00
"Social Assistance Benefits, Cash (Gen. Govt.)",India,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,0.00
"Employer Social Benefits, Cash (Gen. Govt.)",India,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,0.00
"Property Expense Other than Interest, Cash (Gen. Govt.)",India,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,0.00
"Miscellaneous Other Expense, Cash (Gen. Govt.)",India,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,486100000000.00
"Total Expenditure, Cash (Gen. Govt.)",India,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,14987600000000.00
"Interest, Cash (Gen. Govt.)",India,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,5.04
"Compensation of Employees, Cash (Gen. Govt.)",India,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,5.15
"Subsidies and Transfers, Cash (Gen. Govt.)",India,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,9.02
"Grants, Cash (Gen. Govt.)",India,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,0.00
"Social Benefits, Cash (Gen. Govt.)",India,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,0.00
"Other Expense, Cash (Gen. Govt.)",India,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,0.85
"Use of Goods and Services, Cash (Gen. Govt.)",India,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,2.76
"To Non-residents, Foreign Interest, Cash (Gen. Govt.)",India,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,0.00
"Social Security Benefits, Cash (Gen. Govt.)",India,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,0.00
"Social Assistance Benefits, Cash (Gen. Govt.)",India,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,0.00
"Employer Social Benefits, Cash (Gen. Govt.)",India,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,0.00
"Property Expense Other than Interest, Cash (Gen. Govt.)",India,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,0.00
"Miscellaneous Other Expense, Cash (Gen. Govt.)",India,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,0.85
"Total Expenditure, Cash (Gen. Govt.)",India,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,26.20
"Interest, Cash (Gen. Govt.)","Iran, Islamic Republic of",Government Finance Statistics (GFS),Annual,Published,2008,National Currency,7974100000000.00
"Compensation of Employees, Cash (Gen. Govt.)","Iran, Islamic Republic of",Government Finance Statistics (GFS),Annual,Published,2008,National Currency,272560000000000.00
"Subsidies and Transfers, Cash (Gen. Govt.)","Iran, Islamic Republic of",Government Finance Statistics (GFS),Annual,Published,2008,National Currency,103377000000000.00
"Grants, Cash (Gen. Govt.)","Iran, Islamic Republic of",Government Finance Statistics (GFS),Annual,Published,2008,National Currency,367200000000.00
"Social Benefits, Cash (Gen. Govt.)","Iran, Islamic Republic of",Government Finance Statistics (GFS),Annual,Published,2008,National Currency,154652000000000.00
"Other Expense, Cash (Gen. Govt.)","Iran, Islamic Republic of",Government Finance Statistics (GFS),Annual,Published,2008,National Currency,110870000000000.00
"Use of Goods and Services, Cash (Gen. Govt.)","Iran, Islamic Republic of",Government Finance Statistics (GFS),Annual,Published,2008,National Currency,77345900000000.00
"To Non-residents, Foreign Interest, Cash (Gen. Govt.)","Iran, Islamic Republic of",Government Finance Statistics (GFS),Annual,Published,2008,National Currency,0.00
"Social Security Benefits, Cash (Gen. Govt.)","Iran, Islamic Republic of",Government Finance Statistics (GFS),Annual,Published,2008,National Currency,149033000000000.00
"Social Assistance Benefits, Cash (Gen. Govt.)","Iran, Islamic Republic of",Government Finance Statistics (GFS),Annual,Published,2008,National Currency,5619540000000.00
"Employer Social Benefits, Cash (Gen. Govt.)","Iran, Islamic Republic of",Government Finance Statistics (GFS),Annual,Published,2008,National Currency,0.00
"Property Expense Other than Interest, Cash (Gen. Govt.)","Iran, Islamic Republic of",Government Finance Statistics (GFS),Annual,Published,2008,National Currency,0.00
"Miscellaneous Other Expense, Cash (Gen. Govt.)","Iran, Islamic Republic of",Government Finance Statistics (GFS),Annual,Published,2008,National Currency,110870000000000.00
"Total Expenditure, Cash (Gen. Govt.)","Iran, Islamic Republic of",Government Finance Statistics (GFS),Annual,Published,2008,National Currency,1000180000000000.00
"Interest, Cash (Gen. Govt.)",Israel,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,37771355541.00
"Compensation of Employees, Cash (Gen. Govt.)",Israel,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,78491068863.00
"Subsidies and Transfers, Cash (Gen. Govt.)",Israel,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,5708962400.00
"Grants, Cash (Gen. Govt.)",Israel,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,399000000.00
"Social Benefits, Cash (Gen. Govt.)",Israel,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,67433252326.00
"Other Expense, Cash (Gen. Govt.)",Israel,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,24521080402.00
"Use of Goods and Services, Cash (Gen. Govt.)",Israel,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,92367557705.00
"Interest, Cash (Gen. Govt.)",Jordan,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,387700000.00
"Compensation of Employees, Cash (Gen. Govt.)",Jordan,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,2625400000.00
"Subsidies and Transfers, Cash (Gen. Govt.)",Jordan,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,550700000.00
"Grants, Cash (Gen. Govt.)",Jordan,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,206900000.00
"Social Benefits, Cash (Gen. Govt.)",Jordan,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,1225100000.00
"Other Expense, Cash (Gen. Govt.)",Jordan,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,275800000.00
"Use of Goods and Services, Cash (Gen. Govt.)",Jordan,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,467600000.00
"To Non-residents, Foreign Interest, Cash (Gen. Govt.)",Jordan,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,129000000.00
"Social Security Benefits, Cash (Gen. Govt.)",Jordan,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,997100000.00
"Social Assistance Benefits, Cash (Gen. Govt.)",Jordan,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,228000000.00
"Employer Social Benefits, Cash (Gen. Govt.)",Jordan,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,0.00
"Property Expense Other than Interest, Cash (Gen. Govt.)",Jordan,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,0.00
"Miscellaneous Other Expense, Cash (Gen. Govt.)",Jordan,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,275800000.00
"Total Expenditure, Cash (Gen. Govt.)",Jordan,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,6336700000.00
"Interest, Cash (Gen. Govt.)",Jordan,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,2.41
"Compensation of Employees, Cash (Gen. Govt.)",Jordan,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,16.30
"Subsidies and Transfers, Cash (Gen. Govt.)",Jordan,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,3.42
"Grants, Cash (Gen. Govt.)",Jordan,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,1.28
"Social Benefits, Cash (Gen. Govt.)",Jordan,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,7.61
"Other Expense, Cash (Gen. Govt.)",Jordan,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,1.71
"Use of Goods and Services, Cash (Gen. Govt.)",Jordan,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,2.90
"To Non-residents, Foreign Interest, Cash (Gen. Govt.)",Jordan,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,0.80
"Social Security Benefits, Cash (Gen. Govt.)",Jordan,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,6.19
"Social Assistance Benefits, Cash (Gen. Govt.)",Jordan,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,1.42
"Employer Social Benefits, Cash (Gen. Govt.)",Jordan,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,0.00
"Property Expense Other than Interest, Cash (Gen. Govt.)",Jordan,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,0.00
"Miscellaneous Other Expense, Cash (Gen. Govt.)",Jordan,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,1.71
"Total Expenditure, Cash (Gen. Govt.)",Jordan,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,39.34
"Interest, Cash (Gen. Govt.)",Kazakhstan,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,61386714900.00
"Compensation of Employees, Cash (Gen. Govt.)",Kazakhstan,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,477411000000.00
"Subsidies and Transfers, Cash (Gen. Govt.)",Kazakhstan,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,87414235000.00
"Grants, Cash (Gen. Govt.)",Kazakhstan,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,1695069500.00
"Social Benefits, Cash (Gen. Govt.)",Kazakhstan,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,583172000000.00
"Other Expense, Cash (Gen. Govt.)",Kazakhstan,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,124570000000.00
"Use of Goods and Services, Cash (Gen. Govt.)",Kazakhstan,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,990496000000.00
"To Non-residents, Foreign Interest, Cash (Gen. Govt.)",Kazakhstan,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,5443095500.00
"Social Security Benefits, Cash (Gen. Govt.)",Kazakhstan,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,363594000000.00
"Social Assistance Benefits, Cash (Gen. Govt.)",Kazakhstan,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,219577000000.00
"Employer Social Benefits, Cash (Gen. Govt.)",Kazakhstan,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,0.00
"Property Expense Other than Interest, Cash (Gen. Govt.)",Kazakhstan,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,0.00
"Miscellaneous Other Expense, Cash (Gen. Govt.)",Kazakhstan,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,124570000000.00
"Total Expenditure, Cash (Gen. Govt.)",Kazakhstan,Government Finance Statistics (GFS),Annual,Published,2008,National Currency,3206140000000.00
"Interest, Cash (Gen. Govt.)",Kazakhstan,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,0.38
"Compensation of Employees, Cash (Gen. Govt.)",Kazakhstan,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,2.93
"Subsidies and Transfers, Cash (Gen. Govt.)",Kazakhstan,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,0.54
"Grants, Cash (Gen. Govt.)",Kazakhstan,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,0.01
"Social Benefits, Cash (Gen. Govt.)",Kazakhstan,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,3.58
"Other Expense, Cash (Gen. Govt.)",Kazakhstan,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,0.77
"Use of Goods and Services, Cash (Gen. Govt.)",Kazakhstan,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,6.09
"To Non-residents, Foreign Interest, Cash (Gen. Govt.)",Kazakhstan,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,0.03
"Social Security Benefits, Cash (Gen. Govt.)",Kazakhstan,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,2.24
"Social Assistance Benefits, Cash (Gen. Govt.)",Kazakhstan,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,1.35
"Employer Social Benefits, Cash (Gen. Govt.)",Kazakhstan,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,0.00
"Property Expense Other than Interest, Cash (Gen. Govt.)",Kazakhstan,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,0.00
"Miscellaneous Other Expense, Cash (Gen. Govt.)",Kazakhstan,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,0.77
"Total Expenditure, Cash (Gen. Govt.)",Kazakhstan,Government Finance Statistics (GFS),Annual,Published,2008,Percent of GDP,19.71
"Interest, Cash (Gen. Govt.)","Korea, Republic of",Government Finance Statistics (GFS),Annual,Published,2008,National Currency,14828600000000.00
