Concept,Country,Data Source,Frequency,Status,Time,Unit,Value
"Gross Domestic Product, Real",Malawi,International Financial Statistics (IFS),Annual,Published,2004,"Index, 2005=100",97.49
"Gross Domestic Product, Real",Malawi,International Financial Statistics (IFS),Annual,Published,2004,National Currency at 2006 prices,383740144561.25
"Gross Domestic Product, Real",Malawi,International Financial Statistics (IFS),Annual,Published,2004,Percent,5.52
"Gross Domestic Product, Deflator",Malawi,International Financial Statistics (IFS),Annual,Published,2005,"Index, 2005=100",100.00
"Gross Domestic Product, Deflator",Malawi,International Financial Statistics (IFS),Annual,Published,2005,Percent Change over Corresponding Period of Previous Year,11.27
"Gross Domestic Product, Nominal",Malawi,International Financial Statistics (IFS),Annual,Published,2005,National Currency,326245900000.00
"Gross Domestic Product, Real",Malawi,International Financial Statistics (IFS),Annual,Published,2005,"Index, 2005=100",100.00
"Gross Domestic Product, Real",Malawi,International Financial Statistics (IFS),Annual,Published,2005,National Currency at 2006 prices,393599867106.20
"Gross Domestic Product, Real",Malawi,International Financial Statistics (IFS),Annual,Published,2005,Percent,2.57
"Gross Domestic Product, Deflator",Malawi,International Financial Statistics (IFS),Annual,Published,2006,"Index, 2005=100",120.64
"Gross Domestic Product, Deflator",Malawi,International Financial Statistics (IFS),Annual,Published,2006,Percent Change over Corresponding Period of Previous Year,20.64
"Gross Domestic Product, Nominal",Malawi,International Financial Statistics (IFS),Annual,Published,2006,National Currency,423925600000.00
"Gross Domestic Product, Real",Malawi,International Financial Statistics (IFS),Annual,Published,2006,"Index, 2005=100",107.71
"Gross Domestic Product, Real",Malawi,International Financial Statistics (IFS),Annual,Published,2006,National Currency at 2006 prices,423946300000.00
"Gross Domestic Product, Real",Malawi,International Financial Statistics (IFS),Annual,Published,2006,Percent,7.71
"Gross Domestic Product, Deflator",Malawi,International Financial Statistics (IFS),Annual,Published,2007,"Index, 2005=100",137.37
"Gross Domestic Product, Deflator",Malawi,International Financial Statistics (IFS),Annual,Published,2007,Percent Change over Corresponding Period of Previous Year,13.87
"Gross Domestic Product, Nominal",Malawi,International Financial Statistics (IFS),Annual,Published,2007,National Currency,510538700000.00
"Gross Domestic Product, Real",Malawi,International Financial Statistics (IFS),Annual,Published,2007,"Index, 2005=100",113.92
"Gross Domestic Product, Real",Malawi,International Financial Statistics (IFS),Annual,Published,2007,National Currency at 2006 prices,448369739620.90
"Gross Domestic Product, Real",Malawi,International Financial Statistics (IFS),Annual,Published,2007,Percent,5.76
"Gross Domestic Product, Deflator",Malawi,International Financial Statistics (IFS),Annual,Published,2008,"Index, 2005=100",148.72
"Gross Domestic Product, Deflator",Malawi,International Financial Statistics (IFS),Annual,Published,2008,Percent Change over Corresponding Period of Previous Year,8.26
"Gross Domestic Product, Nominal",Malawi,International Financial Statistics (IFS),Annual,Published,2008,National Currency,601288300000.00
"Gross Domestic Product, Real",Malawi,International Financial Statistics (IFS),Annual,Published,2008,"Index, 2005=100",123.92
"Gross Domestic Product, Real",Malawi,International Financial Statistics (IFS),Annual,Published,2008,National Currency at 2006 prices,487764942984.52
"Gross Domestic Product, Real",Malawi,International Financial Statistics (IFS),Annual,Published,2008,Percent,8.79
"Gross Domestic Product, Deflator",Malawi,International Financial Statistics (IFS),Annual,Published,2009,"Index, 2005=100",163.34
"Gross Domestic Product, Deflator",Malawi,International Financial Statistics (IFS),Annual,Published,2009,Percent Change over Corresponding Period of Previous Year,9.83
"Gross Domestic Product, Nominal",Malawi,International Financial Statistics (IFS),Annual,Published,2009,National Currency,710173400000.00
"Gross Domestic Product, Real",Malawi,International Financial Statistics (IFS),Annual,Published,2009,"Index, 2005=100",133.27
"Gross Domestic Product, Real",Malawi,International Financial Statistics (IFS),Annual,Published,2009,National Currency at 2006 prices,524550919630.94
"Gross Domestic Product, Real",Malawi,International Financial Statistics (IFS),Annual,Published,2009,Percent,7.54
"Gross Domestic Product, Deflator",Malaysia,International Financial Statistics (IFS),Annual,Published,2003,"Index, 2005=100",90.16
"Gross Domestic Product, Deflator",Malaysia,International Financial Statistics (IFS),Annual,Published,2003,Percent Change over Corresponding Period of Previous Year,3.30
"Gross Domestic Product, Nominal",Malaysia,International Financial Statistics (IFS),Annual,Published,2003,National Currency,418769000000.00
"Gross Domestic Product, Real",Malaysia,International Financial Statistics (IFS),Annual,Published,2003,"Index, 2005=100",88.91
"Gross Domestic Product, Real",Malaysia,International Financial Statistics (IFS),Annual,Published,2003,National Currency at 2000 prices,399414000000.00
"Gross Domestic Product, Real",Malaysia,International Financial Statistics (IFS),Annual,Published,2003,Percent,5.79
"Gross Domestic Product, Deflator",Malaysia,International Financial Statistics (IFS),Annual,Published,2004,"Index, 2005=100",95.57
"Gross Domestic Product, Deflator",Malaysia,International Financial Statistics (IFS),Annual,Published,2004,Percent Change over Corresponding Period of Previous Year,6.01
"Gross Domestic Product, Nominal",Malaysia,International Financial Statistics (IFS),Annual,Published,2004,National Currency,474048000000.00
"Gross Domestic Product, Real",Malaysia,International Financial Statistics (IFS),Annual,Published,2004,"Index, 2005=100",94.94
"Gross Domestic Product, Real",Malaysia,International Financial Statistics (IFS),Annual,Published,2004,National Currency at 2000 prices,426508000000.00
"Gross Domestic Product, Real",Malaysia,International Financial Statistics (IFS),Annual,Published,2004,Percent,6.78
"Gross Domestic Product, Deflator",Malaysia,International Financial Statistics (IFS),Annual,Published,2005,"Index, 2005=100",100.00
"Gross Domestic Product, Deflator",Malaysia,International Financial Statistics (IFS),Annual,Published,2005,Percent Change over Corresponding Period of Previous Year,4.63
"Gross Domestic Product, Nominal",Malaysia,International Financial Statistics (IFS),Annual,Published,2005,National Currency,522445000000.00
"Gross Domestic Product, Real",Malaysia,International Financial Statistics (IFS),Annual,Published,2005,"Index, 2005=100",100.00
"Gross Domestic Product, Real",Malaysia,International Financial Statistics (IFS),Annual,Published,2005,National Currency at 2000 prices,449250000000.00
"Gross Domestic Product, Real",Malaysia,International Financial Statistics (IFS),Annual,Published,2005,Percent,5.33
"Gross Domestic Product, Deflator",Malaysia,International Financial Statistics (IFS),Annual,Published,2006,"Index, 2005=100",103.88
"Gross Domestic Product, Deflator",Malaysia,International Financial Statistics (IFS),Annual,Published,2006,Percent Change over Corresponding Period of Previous Year,3.88
"Gross Domestic Product, Nominal",Malaysia,International Financial Statistics (IFS),Annual,Published,2006,National Currency,574441000000.00
"Gross Domestic Product, Real",Malaysia,International Financial Statistics (IFS),Annual,Published,2006,"Index, 2005=100",105.85
"Gross Domestic Product, Real",Malaysia,International Financial Statistics (IFS),Annual,Published,2006,National Currency at 2000 prices,475526000000.00
"Gross Domestic Product, Real",Malaysia,International Financial Statistics (IFS),Annual,Published,2006,Percent,5.85
"Gross Domestic Product, Deflator",Malaysia,International Financial Statistics (IFS),Annual,Published,2007,"Index, 2005=100",109.04
"Gross Domestic Product, Deflator",Malaysia,International Financial Statistics (IFS),Annual,Published,2007,Percent Change over Corresponding Period of Previous Year,4.97
"Gross Domestic Product, Nominal",Malaysia,International Financial Statistics (IFS),Annual,Published,2007,National Currency,642049000000.00
"Gross Domestic Product, Real",Malaysia,International Financial Statistics (IFS),Annual,Published,2007,"Index, 2005=100",112.71
"Gross Domestic Product, Real",Malaysia,International Financial Statistics (IFS),Annual,Published,2007,National Currency at 2000 prices,506341000000.00
"Gross Domestic Product, Real",Malaysia,International Financial Statistics (IFS),Annual,Published,2007,Percent,6.48
"Gross Domestic Product, Deflator",Malaysia,International Financial Statistics (IFS),Annual,Published,2008,"Index, 2005=100",120.31
"Gross Domestic Product, Deflator",Malaysia,International Financial Statistics (IFS),Annual,Published,2008,Percent Change over Corresponding Period of Previous Year,10.34
"Gross Domestic Product, Nominal",Malaysia,International Financial Statistics (IFS),Annual,Published,2008,National Currency,742470000000.00
"Gross Domestic Product, Real",Malaysia,International Financial Statistics (IFS),Annual,Published,2008,"Index, 2005=100",118.13
"Gross Domestic Product, Real",Malaysia,International Financial Statistics (IFS),Annual,Published,2008,National Currency at 2000 prices,530683000000.00
"Gross Domestic Product, Real",Malaysia,International Financial Statistics (IFS),Annual,Published,2008,Percent,4.81
"Gross Domestic Product, Deflator",Malaysia,International Financial Statistics (IFS),Annual,Published,2009,"Index, 2005=100",112.01
"Gross Domestic Product, Deflator",Malaysia,International Financial Statistics (IFS),Annual,Published,2009,Percent Change over Corresponding Period of Previous Year,-6.90
"Gross Domestic Product, Nominal",Malaysia,International Financial Statistics (IFS),Annual,Published,2009,National Currency,679938000000.00
"Gross Domestic Product, Real",Malaysia,International Financial Statistics (IFS),Annual,Published,2009,"Index, 2005=100",116.19
"Gross Domestic Product, Real",Malaysia,International Financial Statistics (IFS),Annual,Published,2009,National Currency at 2000 prices,522001000000.00
"Gross Domestic Product, Real",Malaysia,International Financial Statistics (IFS),Annual,Published,2009,Percent,-1.64
"Compensation of Employees, Cash (Gen. Govt.)",Maldives,International Financial Statistics (IFS),Annual,Published,2003,National Currency,564100000.00
"Expense, Cash (Gen. Govt.)",Maldives,International Financial Statistics (IFS),Annual,Published,2003,National Currency,2345700000.00
"Grants, Cash (Gen. Govt.)",Maldives,International Financial Statistics (IFS),Annual,Published,2003,National Currency,0.00
"Gross Domestic Product, Deflator",Maldives,International Financial Statistics (IFS),Annual,Published,2003,"Index, 2005=100",101.72
"Gross Domestic Product, Deflator",Maldives,International Financial Statistics (IFS),Annual,Published,2003,Percent Change over Corresponding Period of Previous Year,-0.46
"Gross Domestic Product, Nominal",Maldives,International Financial Statistics (IFS),Annual,Published,2003,National Currency,12158306071.47
"Gross Domestic Product, Real",Maldives,International Financial Statistics (IFS),Annual,Published,2003,"Index, 2005=100",95.71
"Gross Domestic Product, Real",Maldives,International Financial Statistics (IFS),Annual,Published,2003,National Currency at 1995 prices,7589900000.00
"Gross Domestic Product, Real",Maldives,International Financial Statistics (IFS),Annual,Published,2003,National Currency at 2003 prices,12158306071.47
"Gross Domestic Product, Real",Maldives,International Financial Statistics (IFS),Annual,Published,2003,Percent,14.68
"Interest, Cash (Gen. Govt.)",Maldives,International Financial Statistics (IFS),Annual,Published,2003,National Currency,135200000.00
"Other Expense, Cash (Gen. Govt.)",Maldives,International Financial Statistics (IFS),Annual,Published,2003,National Currency,0.00
"Social Benefits, Cash (Gen. Govt.)",Maldives,International Financial Statistics (IFS),Annual,Published,2003,National Currency,0.00
"Subsidies and Transfers, Cash (Gen. Govt.)",Maldives,International Financial Statistics (IFS),Annual,Published,2003,National Currency,35800000.00
"Total expenditure, Cash (Gen. Govt.)",Maldives,International Financial Statistics (IFS),Annual,Published,2003,National Currency,3551900000.00
"Use of Goods and Services, Cash (Gen. Govt.)",Maldives,International Financial Statistics (IFS),Annual,Published,2003,National Currency,1610600000.00
"Compensation of Employees, Cash (Gen. Govt.)",Maldives,International Financial Statistics (IFS),Annual,Published,2004,National Currency,718700000.00
"Expense, Cash (Gen. Govt.)",Maldives,International Financial Statistics (IFS),Annual,Published,2004,National Currency,2788100000.00
"Grants, Cash (Gen. Govt.)",Maldives,International Financial Statistics (IFS),Annual,Published,2004,National Currency,0.00
"Gross Domestic Product, Deflator",Maldives,International Financial Statistics (IFS),Annual,Published,2004,"Index, 2005=100",101.04
"Gross Domestic Product, Deflator",Maldives,International Financial Statistics (IFS),Annual,Published,2004,Percent Change over Corresponding Period of Previous Year,-0.67
"Gross Domestic Product, Nominal",Maldives,International Financial Statistics (IFS),Annual,Published,2004,National Currency,13675792836.52
"Gross Domestic Product, Real",Maldives,International Financial Statistics (IFS),Annual,Published,2004,"Index, 2005=100",108.38
"Gross Domestic Product, Real",Maldives,International Financial Statistics (IFS),Annual,Published,2004,National Currency at 2003 prices,13767750299.94
"Gross Domestic Product, Real",Maldives,International Financial Statistics (IFS),Annual,Published,2004,Percent,13.24
"Interest, Cash (Gen. Govt.)",Maldives,International Financial Statistics (IFS),Annual,Published,2004,National Currency,138600000.00
"Other Expense, Cash (Gen. Govt.)",Maldives,International Financial Statistics (IFS),Annual,Published,2004,National Currency,0.00
"Social Benefits, Cash (Gen. Govt.)",Maldives,International Financial Statistics (IFS),Annual,Published,2004,National Currency,0.00
"Subsidies and Transfers, Cash (Gen. Govt.)",Maldives,International Financial Statistics (IFS),Annual,Published,2004,National Currency,48700000.00
"Total expenditure, Cash (Gen. Govt.)",Maldives,International Financial Statistics (IFS),Annual,Published,2004,National Currency,3779100000.00
"Use of Goods and Services, Cash (Gen. Govt.)",Maldives,International Financial Statistics (IFS),Annual,Published,2004,National Currency,1882100000.00
"Compensation of Employees, Cash (Gen. Govt.)",Maldives,International Financial Statistics (IFS),Annual,Published,2005,National Currency,974300000.00
"Expense, Cash (Gen. Govt.)",Maldives,International Financial Statistics (IFS),Annual,Published,2005,National Currency,4643300000.00
"Grants, Cash (Gen. Govt.)",Maldives,International Financial Statistics (IFS),Annual,Published,2005,National Currency,0.00
"Gross Domestic Product, Deflator",Maldives,International Financial Statistics (IFS),Annual,Published,2005,"Index, 2005=100",100.00
"Gross Domestic Product, Deflator",Maldives,International Financial Statistics (IFS),Annual,Published,2005,Percent Change over Corresponding Period of Previous Year,-1.03
"Gross Domestic Product, Nominal",Maldives,International Financial Statistics (IFS),Annual,Published,2005,National Currency,12489417736.87
"Gross Domestic Product, Real",Maldives,International Financial Statistics (IFS),Annual,Published,2005,"Index, 2005=100",100.00
"Gross Domestic Product, Real",Maldives,International Financial Statistics (IFS),Annual,Published,2005,National Currency at 2003 prices,12703667037.46
"Gross Domestic Product, Real",Maldives,International Financial Statistics (IFS),Annual,Published,2005,Percent,-7.73
"Interest, Cash (Gen. Govt.)",Maldives,International Financial Statistics (IFS),Annual,Published,2005,National Currency,154900000.00
"Other Expense, Cash (Gen. Govt.)",Maldives,International Financial Statistics (IFS),Annual,Published,2005,National Currency,0.00
"Social Benefits, Cash (Gen. Govt.)",Maldives,International Financial Statistics (IFS),Annual,Published,2005,National Currency,0.00
"Subsidies and Transfers, Cash (Gen. Govt.)",Maldives,International Financial Statistics (IFS),Annual,Published,2005,National Currency,227500000.00
"Total expenditure, Cash (Gen. Govt.)",Maldives,International Financial Statistics (IFS),Annual,Published,2005,National Currency,5740400000.00
"Use of Goods and Services, Cash (Gen. Govt.)",Maldives,International Financial Statistics (IFS),Annual,Published,2005,National Currency,3286600000.00
"Compensation of Employees, Cash (Gen. Govt.)",Maldives,International Financial Statistics (IFS),Annual,Published,2006,National Currency,1085100000.00
"Expense, Cash (Gen. Govt.)",Maldives,International Financial Statistics (IFS),Annual,Published,2006,National Currency,5607800000.00
"Grants, Cash (Gen. Govt.)",Maldives,International Financial Statistics (IFS),Annual,Published,2006,National Currency,0.00
"Gross Domestic Product, Deflator",Maldives,International Financial Statistics (IFS),Annual,Published,2006,"Index, 2005=100",91.06
"Gross Domestic Product, Deflator",Maldives,International Financial Statistics (IFS),Annual,Published,2006,Percent Change over Corresponding Period of Previous Year,-8.94
"Gross Domestic Product, Nominal",Maldives,International Financial Statistics (IFS),Annual,Published,2006,National Currency,14935542067.28
"Gross Domestic Product, Real",Maldives,International Financial Statistics (IFS),Annual,Published,2006,"Index, 2005=100",131.33
"Gross Domestic Product, Real",Maldives,International Financial Statistics (IFS),Annual,Published,2006,National Currency at 2003 prices,16683210317.66
"Gross Domestic Product, Real",Maldives,International Financial Statistics (IFS),Annual,Published,2006,Percent,31.33
"Interest, Cash (Gen. Govt.)",Maldives,International Financial Statistics (IFS),Annual,Published,2006,National Currency,198800000.00
"Other Expense, Cash (Gen. Govt.)",Maldives,International Financial Statistics (IFS),Annual,Published,2006,National Currency,0.00
"Social Benefits, Cash (Gen. Govt.)",Maldives,International Financial Statistics (IFS),Annual,Published,2006,National Currency,0.00
"Subsidies and Transfers, Cash (Gen. Govt.)",Maldives,International Financial Statistics (IFS),Annual,Published,2006,National Currency,149800000.00
"Total expenditure, Cash (Gen. Govt.)",Maldives,International Financial Statistics (IFS),Annual,Published,2006,National Currency,7066200000.00
"Use of Goods and Services, Cash (Gen. Govt.)",Maldives,International Financial Statistics (IFS),Annual,Published,2006,National Currency,4174100000.00
"Compensation of Employees, Cash (Gen. Govt.)",Maldives,International Financial Statistics (IFS),Annual,Published,2007,National Currency,1208500000.00
"Expense, Cash (Gen. Govt.)",Maldives,International Financial Statistics (IFS),Annual,Published,2007,National Currency,6560100000.00
"Grants, Cash (Gen. Govt.)",Maldives,International Financial Statistics (IFS),Annual,Published,2007,National Currency,0.00
"Gross Domestic Product, Deflator",Maldives,International Financial Statistics (IFS),Annual,Published,2007,"Index, 2005=100",85.09
"Gross Domestic Product, Deflator",Maldives,International Financial Statistics (IFS),Annual,Published,2007,Percent Change over Corresponding Period of Previous Year,-6.55
"Gross Domestic Product, Nominal",Maldives,International Financial Statistics (IFS),Annual,Published,2007,National Currency,16512191794.33
"Gross Domestic Product, Real",Maldives,International Financial Statistics (IFS),Annual,Published,2007,"Index, 2005=100",155.37
"Gross Domestic Product, Real",Maldives,International Financial Statistics (IFS),Annual,Published,2007,National Currency at 2003 prices,19737325550.38
"Gross Domestic Product, Real",Maldives,International Financial Statistics (IFS),Annual,Published,2007,Percent,18.31
"Interest, Cash (Gen. Govt.)",Maldives,International Financial Statistics (IFS),Annual,Published,2007,National Currency,234300000.00
"Other Expense, Cash (Gen. Govt.)",Maldives,International Financial Statistics (IFS),Annual,Published,2007,National Currency,0.00
"Social Benefits, Cash (Gen. Govt.)",Maldives,International Financial Statistics (IFS),Annual,Published,2007,National Currency,0.00
"Subsidies and Transfers, Cash (Gen. Govt.)",Maldives,International Financial Statistics (IFS),Annual,Published,2007,National Currency,168300000.00
"Total expenditure, Cash (Gen. Govt.)",Maldives,International Financial Statistics (IFS),Annual,Published,2007,National Currency,8325300000.00
"Use of Goods and Services, Cash (Gen. Govt.)",Maldives,International Financial Statistics (IFS),Annual,Published,2007,National Currency,4949000000.00
"Compensation of Employees, Cash (Gen. Govt.)",Maldives,International Financial Statistics (IFS),Annual,Published,2008,National Currency,2588900000.00
"Expense, Cash (Gen. Govt.)",Maldives,International Financial Statistics (IFS),Annual,Published,2008,National Currency,7463200000.00
"Grants, Cash (Gen. Govt.)",Maldives,International Financial Statistics (IFS),Annual,Published,2008,National Currency,0.00
"Gross Domestic Product, Deflator",Maldives,International Financial Statistics (IFS),Annual,Published,2008,"Index, 2005=100",77.83
"Gross Domestic Product, Deflator",Maldives,International Financial Statistics (IFS),Annual,Published,2008,Percent Change over Corresponding Period of Previous Year,-8.54
"Gross Domestic Product, Nominal",Maldives,International Financial Statistics (IFS),Annual,Published,2008,National Currency,18526443977.44
"Gross Domestic Product, Real",Maldives,International Financial Statistics (IFS),Annual,Published,2008,"Index, 2005=100",190.60
"Gross Domestic Product, Real",Maldives,International Financial Statistics (IFS),Annual,Published,2008,National Currency at 2003 prices,24212909198.91
"Gross Domestic Product, Real",Maldives,International Financial Statistics (IFS),Annual,Published,2008,Percent,22.68
"Interest, Cash (Gen. Govt.)",Maldives,International Financial Statistics (IFS),Annual,Published,2008,National Currency,280000000.00
"Other Expense, Cash (Gen. Govt.)",Maldives,International Financial Statistics (IFS),Annual,Published,2008,National Currency,0.00
"Social Benefits, Cash (Gen. Govt.)",Maldives,International Financial Statistics (IFS),Annual,Published,2008,National Currency,0.00
"Subsidies and Transfers, Cash (Gen. Govt.)",Maldives,International Financial Statistics (IFS),Annual,Published,2008,National Currency,479200000.00
"Total expenditure, Cash (Gen. Govt.)",Maldives,International Financial Statistics (IFS),Annual,Published,2008,National Currency,10342399249.42
"Use of Goods and Services, Cash (Gen. Govt.)",Maldives,International Financial Statistics (IFS),Annual,Published,2008,National Currency,4115100000.00
"Compensation of Employees, Cash (Gen. Govt.)",Maldives,International Financial Statistics (IFS),Annual,Published,2009,National Currency,2944800000.00
"Expense, Cash (Gen. Govt.)",Maldives,International Financial Statistics (IFS),Annual,Published,2009,National Currency,8764900000.00
"Grants, Cash (Gen. Govt.)",Maldives,International Financial Statistics (IFS),Annual,Published,2009,National Currency,0.00
"Gross Domestic Product, Deflator",Maldives,International Financial Statistics (IFS),Annual,Published,2009,"Index, 2005=100",72.21
"Gross Domestic Product, Deflator",Maldives,International Financial Statistics (IFS),Annual,Published,2009,Percent Change over Corresponding Period of Previous Year,-7.21
"Gross Domestic Product, Nominal",Maldives,International Financial Statistics (IFS),Annual,Published,2009,National Currency,17648358605.76
"Gross Domestic Product, Real",Maldives,International Financial Statistics (IFS),Annual,Published,2009,"Index, 2005=100",195.68
"Gross Domestic Product, Real",Maldives,International Financial Statistics (IFS),Annual,Published,2009,National Currency at 2003 prices,24858020196.97
"Gross Domestic Product, Real",Maldives,International Financial Statistics (IFS),Annual,Published,2009,Percent,2.66
"Interest, Cash (Gen. Govt.)",Maldives,International Financial Statistics (IFS),Annual,Published,2009,National Currency,617900000.00
"Other Expense, Cash (Gen. Govt.)",Maldives,International Financial Statistics (IFS),Annual,Published,2009,National Currency,0.00
"Social Benefits, Cash (Gen. Govt.)",Maldives,International Financial Statistics (IFS),Annual,Published,2009,National Currency,0.00
"Subsidies and Transfers, Cash (Gen. Govt.)",Maldives,International Financial Statistics (IFS),Annual,Published,2009,National Currency,421600000.00
"Total expenditure, Cash (Gen. Govt.)",Maldives,International Financial Statistics (IFS),Annual,Published,2009,National Currency,11104300000.00
"Use of Goods and Services, Cash (Gen. Govt.)",Maldives,International Financial Statistics (IFS),Annual,Published,2009,National Currency,4780600000.00
"Gross Domestic Product, Deflator",Mali,International Financial Statistics (IFS),Annual,Published,2003,"Index, 1995=100",46.79
"Gross Domestic Product, Deflator",Mali,International Financial Statistics (IFS),Annual,Published,2003,Percent Change over Corresponding Period of Previous Year,2.55
"Gross Domestic Product, Nominal",Mali,International Financial Statistics (IFS),Annual,Published,2003,National Currency,2466100000000.00
"Gross Domestic Product, Real",Mali,International Financial Statistics (IFS),Annual,Published,2003,"Index, 1995=100",390.60
"Gross Domestic Product, Real",Mali,International Financial Statistics (IFS),Annual,Published,2003,National Currency at 1987 prices,3128350000000.00
"Gross Domestic Product, Real",Mali,International Financial Statistics (IFS),Annual,Published,2003,Percent,7.62
"Gross Domestic Product, Deflator",Mali,International Financial Statistics (IFS),Annual,Published,2004,"Index, 1995=100",48.84
"Gross Domestic Product, Deflator",Mali,International Financial Statistics (IFS),Annual,Published,2004,Percent Change over Corresponding Period of Previous Year,4.38
"Gross Domestic Product, Nominal",Mali,International Financial Statistics (IFS),Annual,Published,2004,National Currency,2632200000000.00
"Gross Domestic Product, Real",Mali,International Financial Statistics (IFS),Annual,Published,2004,"Index, 1995=100",399.40
"Gross Domestic Product, Real",Mali,International Financial Statistics (IFS),Annual,Published,2004,National Currency at 1987 prices,3198850000000.00
"Gross Domestic Product, Real",Mali,International Financial Statistics (IFS),Annual,Published,2004,Percent,2.25
"Gross Domestic Product, Deflator",Mali,International Financial Statistics (IFS),Annual,Published,2005,"Index, 1995=100",50.59
"Gross Domestic Product, Deflator",Mali,International Financial Statistics (IFS),Annual,Published,2005,Percent Change over Corresponding Period of Previous Year,3.59
"Gross Domestic Product, Nominal",Mali,International Financial Statistics (IFS),Annual,Published,2005,National Currency,2893900000000.00
"Gross Domestic Product, Real",Mali,International Financial Statistics (IFS),Annual,Published,2005,"Index, 1995=100",423.91
"Gross Domestic Product, Real",Mali,International Financial Statistics (IFS),Annual,Published,2005,National Currency at 1987 prices,3395150000000.00
"Gross Domestic Product, Real",Mali,International Financial Statistics (IFS),Annual,Published,2005,Percent,6.14
"Gross Domestic Product, Deflator",Mali,International Financial Statistics (IFS),Annual,Published,2006,"Index, 1995=100",53.15
"Gross Domestic Product, Deflator",Mali,International Financial Statistics (IFS),Annual,Published,2006,Percent Change over Corresponding Period of Previous Year,5.06
"Gross Domestic Product, Nominal",Mali,International Financial Statistics (IFS),Annual,Published,2006,National Currency,3201500000000.00
"Gross Domestic Product, Real",Mali,International Financial Statistics (IFS),Annual,Published,2006,"Index, 1995=100",446.38
"Gross Domestic Product, Real",Mali,International Financial Statistics (IFS),Annual,Published,2006,National Currency at 1987 prices,3575110000000.00
"Gross Domestic Product, Real",Mali,International Financial Statistics (IFS),Annual,Published,2006,Percent,5.30
"Gross Domestic Product, Deflator",Mali,International Financial Statistics (IFS),Annual,Published,2007,"Index, 1995=100",54.54
"Gross Domestic Product, Deflator",Mali,International Financial Statistics (IFS),Annual,Published,2007,Percent Change over Corresponding Period of Previous Year,2.60
"Gross Domestic Product, Nominal",Mali,International Financial Statistics (IFS),Annual,Published,2007,National Currency,3424540000000.00
"Gross Domestic Product, Real",Mali,International Financial Statistics (IFS),Annual,Published,2007,"Index, 1995=100",465.36
"Gross Domestic Product, Real",Mali,International Financial Statistics (IFS),Annual,Published,2007,National Currency at 1987 prices,3727100000000.00
"Gross Domestic Product, Real",Mali,International Financial Statistics (IFS),Annual,Published,2007,Percent,4.25
"Gross Domestic Product, Deflator",Mali,International Financial Statistics (IFS),Annual,Published,2008,"Index, 1995=100",59.36
"Gross Domestic Product, Deflator",Mali,International Financial Statistics (IFS),Annual,Published,2008,Percent Change over Corresponding Period of Previous Year,8.84
"Gross Domestic Product, Nominal",Mali,International Financial Statistics (IFS),Annual,Published,2008,National Currency,3912770000000.00
"Gross Domestic Product, Real",Mali,International Financial Statistics (IFS),Annual,Published,2008,"Index, 1995=100",488.54
"Gross Domestic Product, Real",Mali,International Financial Statistics (IFS),Annual,Published,2008,National Currency at 1987 prices,3912770000000.00
"Gross Domestic Product, Real",Mali,International Financial Statistics (IFS),Annual,Published,2008,Percent,4.98
"Gross Domestic Product, Deflator",Mali,International Financial Statistics (IFS),Annual,Published,2009,"Index, 1995=100",61.47
"Gross Domestic Product, Deflator",Mali,International Financial Statistics (IFS),Annual,Published,2009,Percent Change over Corresponding Period of Previous Year,3.56
"Gross Domestic Product, Nominal",Mali,International Financial Statistics (IFS),Annual,Published,2009,National Currency,4232910000000.00
"Gross Domestic Product, Real",Mali,International Financial Statistics (IFS),Annual,Published,2009,"Index, 1995=100",510.34
"Gross Domestic Product, Real",Mali,International Financial Statistics (IFS),Annual,Published,2009,National Currency at 1987 prices,4087390000000.00
"Gross Domestic Product, Real",Mali,International Financial Statistics (IFS),Annual,Published,2009,Percent,4.46
"Compensation of Employees, Noncash (Gen. Govt.)",Malta,International Financial Statistics (IFS),Annual,Published,2003,Euros,647240000.00
"Compensation of Employees, Noncash (Gen. Govt.)",Malta,International Financial Statistics (IFS),Annual,Published,2003,National Currency,647240000.00
"Consumption of Fixed Capital, Noncash (Gen. Govt.)",Malta,International Financial Statistics (IFS),Annual,Published,2003,Euros,95680000.00
"Consumption of Fixed Capital, Noncash (Gen. Govt.)",Malta,International Financial Statistics (IFS),Annual,Published,2003,National Currency,95040000.00
"Expense, Noncash (Gen. Govt.)",Malta,International Financial Statistics (IFS),Annual,Published,2003,Euros,1981280000.00
"Expense, Noncash (Gen. Govt.)",Malta,International Financial Statistics (IFS),Annual,Published,2003,National Currency,1980740000.00
"Gross Domestic Product, Deflator",Malta,International Financial Statistics (IFS),Annual,Published,2003,"Index, 2005=100",94.89
"Gross Domestic Product, Deflator",Malta,International Financial Statistics (IFS),Annual,Published,2003,Percent Change over Corresponding Period of Previous Year,2.95
"Gross Domestic Product, Nominal",Malta,International Financial Statistics (IFS),Annual,Published,2003,National Currency,1883928000.00
"Gross Domestic Product, Real",Malta,International Financial Statistics (IFS),Annual,Published,2003,"Index, 2005=100",96.35
"Gross Domestic Product, Real",Malta,International Financial Statistics (IFS),Annual,Published,2003,National Currency at 2000 prices,1716862000.00
"Gross Domestic Product, Real",Malta,International Financial Statistics (IFS),Annual,Published,2003,Percent,-0.31
"Interest, Noncash (Gen. Govt.)",Malta,International Financial Statistics (IFS),Annual,Published,2003,Euros,149370000.00
